,Date Local,NO2 Mean
0,2000-01-01,24.25
1,2000-01-02,22.041667
2,2000-01-03,23.73913
3,2000-01-04,14.0
4,2000-01-05,10.0
5,2000-01-07,19.454545
6,2000-01-08,24.333333
7,2000-01-09,22.958333
8,2000-01-10,20.25
9,2000-01-11,20.375
10,2000-01-12,22.913043
11,2000-01-13,23.25
12,2000-01-14,15.958332999999998
13,2000-01-15,20.166667
14,2000-01-16,13.375
15,2000-01-17,10.416667
16,2000-01-18,29.125
17,2000-01-19,30.708333000000003
18,2000-01-20,29.416667
19,2000-01-21,14.916667000000002
20,2000-01-22,24.416667
21,2000-01-23,25.25
22,2000-01-24,38.625
23,2000-01-25,19.708333
24,2000-01-26,18.25
25,2000-01-27,16.625
26,2000-01-28,24.583333
27,2000-01-29,38.166667
28,2000-01-30,67.833333
29,2000-01-31,30.478261
30,2000-02-01,31.541667
31,2000-02-02,24.125
32,2000-02-03,42.958333
33,2000-02-04,57.5
34,2000-02-05,32.75
35,2000-02-06,28.166667
36,2000-02-07,30.333333000000003
37,2000-02-08,30.208333000000003
38,2000-02-09,44.363636
39,2000-02-10,47.5
40,2000-02-11,40.708333
41,2000-02-12,23.375
42,2000-02-13,37.583333
43,2000-02-14,29.791667
44,2000-02-15,24.458333
45,2000-02-16,29.416667
46,2000-02-17,19.75
47,2000-02-18,33.208333
48,2000-02-19,31.916667
49,2000-02-20,15.708332999999998
50,2000-02-21,29.5
51,2000-02-22,36.458333
52,2000-02-23,43.227273
53,2000-02-24,35.375
54,2000-02-25,33.478261
55,2000-02-26,17.458333
56,2000-02-27,12.25
57,2000-02-28,13.913043
58,2000-02-29,22.333333
59,2000-03-01,36.166667
60,2000-03-02,15.045455
61,2000-03-03,15.208332999999998
62,2000-03-04,23.208333
63,2000-03-05,24.041667
64,2000-03-06,23.75
65,2000-03-07,38.875
66,2000-03-08,41.833333
67,2000-03-09,39.916667
68,2000-03-10,15.125
69,2000-03-11,17.916667
70,2000-03-12,19.166667
71,2000-03-13,20.125
72,2000-03-14,20.166667
73,2000-03-15,25.416667
74,2000-03-16,27.166667
75,2000-03-17,16.75
76,2000-03-18,11.25
77,2000-03-19,7.791666999999999
78,2000-03-20,15.083332999999998
79,2000-03-21,8.583333
80,2000-03-22,22.9
81,2000-03-23,35.666667
82,2000-03-24,26.458333000000003
83,2000-03-25,25.833333
84,2000-03-26,16.541667
85,2000-03-27,22.458333
86,2000-03-28,17.541667
87,2000-03-29,20.125
88,2000-03-30,25.958333
89,2000-03-31,26.916667
90,2000-04-01,29.916667
91,2000-04-02,13.125
92,2000-04-03,17.416667
93,2000-04-04,14.125
94,2000-04-05,17.727273
95,2000-04-06,23.458333
96,2000-04-07,19.75
97,2000-04-08,10.125
98,2000-04-09,8.291667
99,2000-04-10,21.5
100,2000-04-11,12.8125
101,2000-04-12,17.652174
102,2000-04-13,20.958333
103,2000-04-14,23.583333
104,2000-04-15,26.583333000000003
105,2000-04-16,22.25
106,2000-04-17,10.25
107,2000-04-18,18.375
108,2000-04-19,20.666667
109,2000-04-20,23.083333
110,2000-04-21,17.333333
111,2000-04-22,14.0
112,2000-04-23,7.833333
113,2000-04-24,16.458333
114,2000-04-25,9.583333
115,2000-04-26,17.0
116,2000-04-27,15.75
117,2000-04-28,24.25
118,2000-04-29,23.083333
119,2000-04-30,18.208333
120,2000-05-01,25.208333
121,2000-05-02,24.0
122,2000-05-03,19.363636
123,2000-05-04,14.083332999999998
124,2000-05-05,24.916667
125,2000-05-06,25.375
126,2000-05-07,21.166667
127,2000-05-08,29.041667
128,2000-05-09,20.291667
129,2000-05-10,16.708333
130,2000-05-11,20.086957
131,2000-05-12,24.291667
132,2000-05-13,15.041667000000002
133,2000-05-14,9.75
134,2000-05-15,16.958333
135,2000-05-16,20.5
136,2000-05-17,14.782609
137,2000-05-18,12.0
138,2000-05-19,15.541667000000002
139,2000-05-20,8.916667
140,2000-05-21,9.291667
141,2000-05-22,13.583332999999998
142,2000-05-23,12.333333
143,2000-05-24,18.708333
144,2000-05-25,25.583333
145,2000-05-26,25.75
146,2000-05-27,28.208333000000003
147,2000-05-28,10.708333
148,2000-05-29,4.818182
149,2000-05-30,7.833333
150,2000-05-31,17.666667
151,2000-06-01,30.958333000000003
152,2000-06-02,35.458333
153,2000-06-03,9.291667
154,2000-06-04,9.583333
155,2000-06-05,7.541666999999999
156,2000-06-06,11.954545
157,2000-06-07,16.541667
158,2000-06-08,25.541667
159,2000-06-09,25.083333
160,2000-06-10,21.0
161,2000-06-11,17.291667
162,2000-06-12,18.291667
163,2000-06-14,9.166667
164,2000-06-15,17.708333
165,2000-06-16,13.25
166,2000-06-17,12.416667
167,2000-06-18,12.958333
168,2000-06-19,18.0
169,2000-06-20,21.363636
170,2000-06-21,12.958333
171,2000-06-22,23.708333
172,2000-06-23,24.791667
173,2000-06-24,15.833332999999998
174,2000-06-25,6.7083330000000005
175,2000-06-26,17.041667
176,2000-06-27,15.958332999999998
177,2000-06-28,18.166667
178,2000-06-29,19.666667
179,2000-06-30,21.458333
180,2000-07-01,22.458333
181,2000-07-02,16.666667
182,2000-07-03,15.666667000000002
183,2000-07-04,17.666667
184,2000-07-05,13.708332999999998
185,2000-07-06,17.958333
186,2000-07-07,11.666667
187,2000-07-08,11.916667
188,2000-07-09,14.75
189,2000-07-10,14.166667000000002
190,2000-07-11,12.0
191,2000-07-12,11.375
192,2000-07-13,17.5
193,2000-07-14,12.166667
194,2000-07-20,17.681818
195,2000-07-21,18.541667
196,2000-07-22,13.5
197,2000-07-23,14.25
198,2000-07-24,19.5
199,2000-07-25,13.5
200,2000-07-26,10.416667
201,2000-07-27,17.041667
202,2000-07-28,13.583332999999998
203,2000-07-29,3.625
204,2000-07-30,4.375
205,2000-07-31,6.0833330000000005
206,2000-08-01,12.166667
207,2000-08-02,12.0
208,2000-08-03,14.25
209,2000-08-04,18.833333
210,2000-08-05,14.958332999999998
211,2000-08-06,13.708332999999998
212,2000-08-07,19.5
213,2000-08-08,19.583333
214,2000-08-09,15.708332999999998
215,2000-08-10,19.041667
216,2000-08-11,29.25
217,2000-08-12,16.208333
218,2000-08-13,8.5
219,2000-08-14,15.125
220,2000-08-15,16.708333
221,2000-08-16,16.875
222,2000-08-17,12.791667
223,2000-08-18,24.25
224,2000-08-19,13.291667000000002
225,2000-08-20,10.125
226,2000-08-21,12.875
227,2000-08-22,15.782609
228,2000-08-23,6.791667
229,2000-08-24,21.434783
230,2000-08-25,18.625
231,2000-08-26,20.416667
232,2000-08-27,6.5833330000000005
233,2000-08-28,9.0
234,2000-08-29,5.3333330000000005
235,2000-08-30,8.318182
236,2000-08-31,3.875
237,2000-09-01,7.208333
238,2000-09-02,4.75
239,2000-09-03,10.458333
240,2000-09-04,6.666667
241,2000-09-05,15.217391
242,2000-09-06,16.333333
243,2000-09-07,15.375
244,2000-09-08,17.25
245,2000-09-09,16.708333
246,2000-09-10,10.666667
247,2000-09-11,8.75
248,2000-09-12,7.5
249,2000-09-13,13.916667000000002
250,2000-09-14,21.75
251,2000-09-15,13.125
252,2000-09-16,10.416667
253,2000-09-17,12.375
254,2000-09-18,28.0
255,2000-09-19,22.75
256,2000-09-20,24.090909
257,2000-09-21,14.791667000000002
258,2000-09-22,24.333333
259,2000-09-23,10.916667
260,2000-09-24,11.958333
261,2000-09-25,4.315789
262,2000-09-26,9.25
263,2000-09-27,15.791667000000002
264,2000-09-28,12.833333
265,2000-09-29,11.708333
266,2000-09-30,12.291667
267,2000-10-01,7.391303999999999
268,2000-10-02,22.125
269,2000-10-03,34.416667
270,2000-10-04,28.333333000000003
271,2000-10-05,16.541667
272,2000-10-06,19.833333
273,2000-10-07,10.75
274,2000-10-08,12.583333
275,2000-10-09,14.833332999999998
276,2000-10-10,20.708333
277,2000-10-11,28.666667
278,2000-10-12,34.833333
279,2000-10-13,41.416667
280,2000-10-14,37.708333
281,2000-10-15,37.833333
282,2000-10-16,17.375
283,2000-10-17,12.0
284,2000-10-18,19.041667
285,2000-10-19,22.166667
286,2000-10-20,32.333333
287,2000-10-21,34.25
288,2000-10-22,18.833333
289,2000-10-23,27.047619
290,2000-10-24,34.375
291,2000-10-25,34.75
292,2000-10-26,35.583333
293,2000-10-27,40.291667
294,2000-10-28,15.0
295,2000-10-29,9.25
296,2000-10-30,15.875
297,2000-10-31,17.291667
298,2000-11-01,21.5
299,2000-11-02,28.818182
300,2000-11-03,40.291667
301,2000-11-04,26.916667
302,2000-11-05,12.791667
303,2000-11-06,24.125
304,2000-11-07,35.291667
305,2000-11-08,38.458333
306,2000-11-09,31.458333000000003
307,2000-11-10,12.875
308,2000-11-11,8.125
309,2000-11-12,13.25
310,2000-11-13,18.75
311,2000-11-14,22.619048
312,2000-11-15,20.375
313,2000-11-16,25.958333
314,2000-11-17,22.041667
315,2000-11-18,22.0
316,2000-11-19,23.916667
317,2000-11-20,26.541667
318,2000-11-21,20.8
319,2000-11-22,19.875
320,2000-11-23,15.083332999999998
321,2000-11-24,33.75
322,2000-11-25,29.0
323,2000-11-26,12.041667
324,2000-11-27,18.25
325,2000-11-28,22.363636
326,2000-11-29,25.0
327,2000-11-30,18.695652
328,2000-12-01,17.375
329,2000-12-02,15.166667000000002
330,2000-12-03,21.583333
331,2000-12-04,45.166667
332,2000-12-05,30.181818
333,2000-12-06,21.25
334,2000-12-07,24.916667
335,2000-12-08,31.125
336,2000-12-09,25.958333
337,2000-12-10,34.333333
338,2000-12-11,31.666667
339,2000-12-12,13.916667000000002
340,2000-12-13,21.333333
341,2000-12-14,27.681818
342,2000-12-15,24.708333
343,2000-12-16,27.041667
344,2000-12-17,9.875
345,2000-12-18,20.25
346,2000-12-19,30.208333000000003
347,2000-12-20,25.291667
348,2000-12-21,33.833333
349,2000-12-22,26.041667
350,2000-12-23,24.75
351,2000-12-24,26.708333000000003
352,2000-12-25,13.375
353,2000-12-26,22.208333
354,2000-12-27,29.958333000000003
355,2000-12-28,20.833333
356,2000-12-29,32.0
357,2000-12-30,30.291667
358,2000-12-31,21.666667
359,2001-01-01,26.041667
360,2001-01-02,26.0
361,2001-01-03,35.333333
362,2001-01-04,37.090909
363,2001-01-05,32.666667
364,2001-01-06,27.458333000000003
365,2001-01-07,30.208333000000003
366,2001-01-08,46.208333
367,2001-01-09,21.5
368,2001-01-10,32.375
369,2001-01-11,40.708333
370,2001-01-12,42.454545
371,2001-01-13,51.666667
372,2001-01-14,43.833333
373,2001-01-15,38.166667
374,2001-01-16,28.0
375,2001-01-17,23.958333
376,2001-01-18,28.791667
377,2001-01-19,33.208333
378,2001-01-20,25.375
379,2001-01-21,18.791667
380,2001-01-22,38.875
381,2001-01-23,54.666667
382,2001-01-24,42.041667
383,2001-01-25,26.25
384,2001-01-29,37.708333
385,2001-01-30,31.875
386,2001-01-31,31.272727000000003
387,2001-02-06,33.041667
388,2001-02-07,28.0
389,2001-02-08,33.416667
390,2001-02-09,26.285714
391,2001-02-10,9.208333
392,2001-02-11,11.0
393,2001-02-12,15.823529
394,2001-02-13,34.3
395,2001-02-14,26.5
396,2001-02-15,23.416667
397,2001-02-16,30.958333000000003
398,2001-02-17,16.708333
399,2001-02-18,16.625
400,2001-02-19,23.0
401,2001-02-20,35.041667
402,2001-02-21,23.75
403,2001-02-22,24.083333
404,2001-02-23,33.958333
405,2001-02-24,20.541667
406,2001-02-25,19.25
407,2001-02-26,18.263158
408,2001-02-27,24.0
409,2001-02-28,12.214286
410,2001-03-01,30.3
411,2001-03-02,24.916667
412,2001-03-03,27.083333000000003
413,2001-03-04,9.1875
414,2001-03-13,43.0
415,2001-03-14,27.875
416,2001-03-15,37.208333
417,2001-03-16,35.772727
418,2001-03-17,25.875
419,2001-03-18,11.25
420,2001-03-19,25.583333
421,2001-03-20,31.2
422,2001-03-21,14.625
423,2001-03-22,17.458333
424,2001-03-23,16.833333
425,2001-03-24,25.375
426,2001-03-25,15.083332999999998
427,2001-03-26,19.125
428,2001-03-27,22.083333
429,2001-03-28,29.541667
430,2001-03-29,25.458333
431,2001-03-30,29.083333000000003
432,2001-03-31,26.75
433,2001-04-01,15.416667000000002
434,2001-04-02,25.166667
435,2001-04-03,35.904762
436,2001-04-04,22.0
437,2001-04-05,33.583333
438,2001-04-06,36.25
439,2001-04-07,20.083333
440,2001-04-08,18.125
441,2001-04-09,36.083333
442,2001-04-10,15.583332999999998
443,2001-04-11,17.125
444,2001-04-12,27.583333000000003
445,2001-04-13,29.791667
446,2001-04-14,18.458333
447,2001-04-15,18.083333
448,2001-04-16,21.458333
449,2001-04-17,15.125
450,2001-04-18,13.227273
451,2001-04-19,24.083333
452,2001-04-20,25.75
453,2001-04-21,20.416667
454,2001-04-22,20.083333
455,2001-04-23,26.458333000000003
456,2001-04-24,14.375
457,2001-04-25,16.590909
458,2001-04-26,25.583333
459,2001-04-27,36.208333
460,2001-04-28,10.333333
461,2001-04-29,13.125
462,2001-04-30,25.875
463,2001-05-01,39.208333
464,2001-05-02,35.25
465,2001-05-03,33.708333
466,2001-05-04,30.916667
467,2001-05-05,19.583333
468,2001-05-06,6.625
469,2001-05-07,8.416667
470,2001-05-08,13.208332999999998
471,2001-05-09,29.291667
472,2001-05-10,29.791667
473,2001-05-11,34.458333
474,2001-05-12,17.25
475,2001-05-13,5.875
476,2001-05-14,10.25
477,2001-05-15,14.190476
478,2001-05-16,15.958332999999998
479,2001-05-17,7.304347999999999
480,2001-05-18,10.958333
481,2001-05-19,22.958333
482,2001-05-20,8.0
483,2001-05-21,10.833333
484,2001-05-22,20.75
485,2001-05-23,16.125
486,2001-05-24,16.090909
487,2001-05-25,13.166667000000002
488,2001-05-26,18.875
489,2001-05-27,13.75
490,2001-05-28,15.041667000000002
491,2001-05-29,33.583333
492,2001-05-30,13.041667
493,2001-05-31,20.25
494,2001-06-01,23.863636
495,2001-06-02,18.625
496,2001-06-03,11.791667
497,2001-06-04,20.619048
498,2001-06-05,29.458333000000003
499,2001-06-06,27.333333000000003
500,2001-06-07,21.25
501,2001-06-08,25.916667
502,2001-06-09,25.625
503,2001-06-10,23.958333
504,2001-06-11,18.208333
505,2001-06-12,20.291667
506,2001-06-13,22.583333
507,2001-06-14,10.833333
508,2001-06-15,5.181818
509,2001-06-16,10.041667
510,2001-06-17,9.541667
511,2001-06-18,21.583333
512,2001-06-19,22.291667
513,2001-06-20,14.291667000000002
514,2001-06-21,13.208332999999998
515,2001-06-22,3.25
516,2001-06-23,4.166667
517,2001-06-24,7.0833330000000005
518,2001-06-25,11.5
519,2001-06-29,17.25
520,2001-06-30,12.916667
521,2001-07-01,12.916667
522,2001-07-02,7.833333
523,2001-07-03,12.5
524,2001-07-04,6.625
525,2001-07-05,13.043478
526,2001-07-06,11.0
527,2001-07-07,15.25
528,2001-07-08,8.333333
529,2001-07-09,14.166667000000002
530,2001-07-10,34.272727
531,2001-07-11,19.166667
532,2001-07-12,13.958332999999998
533,2001-07-13,18.75
534,2001-07-14,13.583332999999998
535,2001-07-15,14.041667000000002
536,2001-07-16,23.708333
537,2001-07-17,22.130435
538,2001-07-18,8.583333
539,2001-07-19,7.625
540,2001-07-20,15.5
541,2001-07-21,13.333332999999998
542,2001-07-22,9.458333
543,2001-07-23,12.125
544,2001-07-24,8.75
545,2001-07-25,11.916667
546,2001-07-26,14.5
547,2001-07-27,15.083332999999998
548,2001-07-28,13.875
549,2001-07-29,4.291667
550,2001-07-30,9.5
551,2001-07-31,17.173913
552,2001-08-01,21.45
553,2001-08-02,13.352941
554,2001-08-03,10.375
555,2001-08-04,9.041667
556,2001-08-05,7.625
557,2001-08-06,16.083333
558,2001-08-07,19.333333
559,2001-08-08,22.833333
560,2001-08-09,24.458333
561,2001-08-10,18.409091
562,2001-08-11,15.75
563,2001-08-12,6.2083330000000005
564,2001-08-13,13.25
565,2001-08-14,12.208333
566,2001-08-15,13.625
567,2001-08-16,20.6458335
568,2001-08-17,17.541666499999998
569,2001-08-18,24.187499999999996
570,2001-08-19,23.083333000000003
571,2001-08-20,22.25
572,2001-08-21,18.875
573,2001-08-22,24.0416665
574,2001-08-23,26.041667
575,2001-08-24,19.187499999999996
576,2001-08-25,14.812499999999998
577,2001-08-26,12.895833500000002
578,2001-08-27,19.2708335
579,2001-08-28,25.479166999999997
580,2001-08-29,19.229166499999998
581,2001-08-30,19.437499999999996
582,2001-08-31,18.979166500000005
583,2001-09-01,6.979167
584,2001-09-02,8.354167
585,2001-09-03,19.1
586,2001-09-04,26.65
587,2001-09-05,12.682970999999998
588,2001-09-06,21.729166999999997
589,2001-09-07,21.416666500000005
590,2001-09-08,11.9791665
591,2001-09-09,9.291666499999998
592,2001-09-10,12.282738000000002
593,2001-09-11,8.9791665
594,2001-09-12,14.458332999999998
595,2001-09-13,24.229166499999998
596,2001-09-14,14.844697000000002
597,2001-09-15,16.416666499999998
598,2001-09-16,23.4375
599,2001-09-17,35.6875
600,2001-09-18,43.583332999999996
601,2001-09-19,27.979166999999997
602,2001-09-20,19.4291665
603,2001-09-21,30.159091
604,2001-09-22,27.1875
605,2001-09-23,21.5
606,2001-09-24,15.020833500000002
607,2001-09-25,20.5416665
608,2001-09-26,20.50947
609,2001-09-27,25.181818500000002
610,2001-09-28,19.377976
611,2001-09-29,10.104167000000002
612,2001-09-30,8.770833499999998
613,2001-10-01,24.2826085
614,2001-10-02,36.121212
615,2001-10-03,37.895833499999995
616,2001-10-04,40.625
617,2001-10-05,42.5916665
618,2001-10-06,10.458333
619,2001-10-07,8.416667
620,2001-10-08,14.478260999999998
621,2001-10-09,25.647059
622,2001-10-10,28.875
623,2001-10-11,21.625
624,2001-10-12,32.696428499999996
625,2001-10-13,26.770833500000002
626,2001-10-14,10.166667000000002
627,2001-10-15,20.369318
628,2001-10-16,23.374999999999996
629,2001-10-17,14.074275
630,2001-10-18,25.1666665
631,2001-10-19,35.9375
632,2001-10-20,39.25
