,Date Local,NO2 Mean
0,2000-01-01,27.434783000000003
1,2000-01-02,32.347826
2,2000-01-03,16.818182
3,2000-01-04,41.130435
4,2000-01-05,2.086957
5,2000-01-06,16.347826
6,2000-01-07,0.0
7,2000-01-08,0.173913
8,2000-01-09,3.521739
9,2000-01-10,1.608696
10,2000-01-11,15.272727
11,2000-01-12,0.777778
12,2000-01-13,2.833333
13,2000-01-14,53.478261
14,2000-01-15,31.0
15,2000-01-16,0.0
16,2000-01-17,4.1304349999999985
17,2000-01-18,0.0
18,2000-01-19,0.090909
19,2000-01-20,7.0
20,2000-01-21,0.0
21,2000-01-22,0.086957
22,2000-01-23,0.0
23,2000-01-24,0.0
24,2000-01-25,5.1304349999999985
25,2000-01-26,1.565217
26,2000-01-27,0.272727
27,2000-01-28,0.608696
28,2000-01-29,9.521739
29,2000-01-30,1.086957
30,2000-01-31,5.565217
31,2000-02-01,0.173913
32,2000-02-02,1.043478
33,2000-02-03,0.136364
34,2000-02-04,0.0
35,2000-02-05,0.0
36,2000-02-06,0.0
37,2000-02-07,26.043478
38,2000-02-08,48.782609
39,2000-02-09,41.571429
40,2000-02-10,1.130435
41,2000-02-11,0.043478
42,2000-02-12,0.7391300000000001
43,2000-02-13,0.0
44,2000-02-14,0.409091
45,2000-02-16,15.85
46,2000-02-17,11.347826
47,2000-02-18,25.26087
48,2000-02-19,42.217391
49,2000-02-20,48.565217
50,2000-02-21,38.086957
51,2000-02-22,29.130435
52,2000-02-23,30.0
53,2000-02-24,31.318182
54,2000-02-25,5.26087
55,2000-02-26,7.130435
56,2000-02-27,30.347826
57,2000-02-28,25.782609
58,2000-02-29,20.304348
59,2000-03-01,33.666667
60,2000-03-02,18.652174
61,2000-03-03,36.695652
62,2000-03-04,39.26087
63,2000-03-05,27.73913
64,2000-03-06,24.0
65,2000-03-07,26.391304
66,2000-03-08,7.142857000000001
67,2000-03-09,15.217391
68,2000-03-10,16.652174
69,2000-03-11,26.217391
70,2000-03-12,13.956522
71,2000-03-13,30.695652000000006
72,2000-03-14,18.391304
73,2000-03-15,0.0
74,2000-03-16,0.26087
75,2000-03-17,0.26087
76,2000-03-18,0.217391
77,2000-03-19,0.0
78,2000-03-20,0.608696
79,2000-03-21,0.227273
80,2000-03-22,4.26087
81,2000-03-23,0.0
82,2000-03-24,0.173913
83,2000-03-25,0.130435
84,2000-03-26,0.043478
85,2000-03-27,5.190476
86,2000-03-28,11.904762
87,2000-03-29,3.761905000000001
88,2000-03-30,8.347826
89,2000-03-31,9.714286
90,2000-04-01,3.73913
91,2000-04-02,3.826087
92,2000-04-03,5.217391
93,2000-04-04,0.043478
94,2000-04-05,0.0
95,2000-04-06,0.347826
96,2000-04-07,0.043478
97,2000-04-08,4.826087
98,2000-04-09,0.7391300000000001
99,2000-04-10,0.0
